Poprawnych,Poprawionych,Zepsutych,Niewykryte
909,85,104,46
929,74,92,49
915,68,87,74
828,108,136,72
971,57,79,37
930,77,86,51
864,88,113,79
968,49,69,58
879,91,115,59
888,102,120,34
864,107,124,49
904,79,106,55
916,73,93,62
844,74,97,129
917,74,100,53
847,91,104,102
880,91,103,70
902,78,96,68
967,32,61,84
912,53,82,97
889,66,93,96
900,68,88,88
921,69,85,69
939,63,87,55
919,84,101,40
887,82,111,64
914,88,105,37
877,62,93,112
823,108,124,89
936,69,81,58
930,70,74,70
953,44,66,81
935,42,55,112
916,64,92,72
939,68,75,62
920,63,86,75
983,47,63,51
912,82,102,48
892,85,101,66
955,62,82,45
861,85,111,87
895,83,103,63
957,38,60,89
899,62,88,95
846,111,131,56
902,82,101,59
924,54,77,89
891,85,101,67
997,34,68,45
953,47,64,80
976,37,64,67
807,117,146,74
888,77,104,75
923,56,95,70
900,83,117,44
822,119,136,67
882,70,97,95
920,49,66,109
908,75,88,73
844,92,109,99
985,44,60,55
939,78,91,36
1001,38,53,52
953,61,79,51
945,67,91,41
879,86,114,65
929,78,95,42
962,55,84,43
988,55,75,26
935,60,77,72
868,89,119,68
956,65,86,37
839,108,132,65
907,76,103,58
885,88,104,67
946,41,58,99
857,82,105,100
953,39,58,94
878,102,122,42
943,67,87,47
985,41,57,61
853,84,114,93
936,69,96,43
839,110,126,69
920,63,91,70
931,60,71,82
869,90,111,74
944,59,75,66
882,73,99,90
924,81,102,37
970,50,64,60
922,56,74,92
912,61,82,89
918,64,80,82
896,77,100,71
951,53,70,70
956,51,66,71
880,85,105,74
863,92,109,80
955,60,80,49
1023,13,32,76
903,81,101,59
940,61,74,69
951,38,55,100
952,43,67,82
892,75,100,77
848,96,120,80
907,94,114,29
889,95,118,42
927,61,83,73
879,90,107,68
831,111,130,72
992,38,58,56
980,41,60,63
937,55,81,71
857,89,110,88
915,75,87,67
933,53,74,84
819,119,136,70
868,83,114,79
922,54,72,96
884,91,109,60
912,58,77,97
931,53,70,90
977,41,65,61
933,59,81,71
899,75,99,71
872,81,108,83
883,90,109,62
1040,28,47,29
874,79,99,92
949,62,80,53
871,83,110,80
886,90,111,57
938,56,84,66
897,71,90,86
803,126,150,65
974,44,68,58
903,78,100,63
912,56,74,102
982,33,53,76
927,66,85,66
912,71,93,68
891,79,110,64
949,59,84,52
925,67,88,64
890,79,98,77
1008,51,66,19
925,81,95,43
966,50,75,53
912,68,89,75
929,38,53,124
879,69,89,107
885,76,102,81
910,84,101,49
899,79,95,71
991,58,74,21
944,68,83,49
848,114,136,46
929,77,100,38
998,31,52,63
880,69,99,96
945,72,88,39
949,59,88,48
907,78,98,61
898,74,96,76
915,55,70,104
856,102,128,58
938,72,86,48
918,70,94,62
935,61,80,68
898,92,111,43
870,114,135,25
909,54,83,98
903,52,73,116
901,46,64,133
872,107,122,43
892,88,105,59
944,65,88,47
929,72,89,54
905,81,98,60
887,80,108,69
867,92,113,72
954,42,53,95
886,69,89,100
923,57,75,89
846,116,141,41
913,60,84,87
990,57,75,22
882,99,128,35
913,70,91,70
1009,28,52,55
936,58,89,61
950,45,59,90
881,75,92,96
886,72,89,97
858,95,105,86
925,50,62,107
918,76,99,51
899,79,107,59
868,111,128,37
933,68,83,60
960,28,50,106
939,51,78,76
802,144,164,34
894,89,119,42
943,52,84,65
873,83,104,84
796,142,162,44
974,48,67,55
909,63,91,81
905,57,79,103
890,76,96,82
896,76,102,70
897,72,98,77
963,45,67,69
932,74,90,48
973,45,61,65
903,68,89,84
840,97,119,88
876,70,87,111
989,37,58,60
885,72,85,102
959,61,82,42
917,73,99,55
863,113,133,35
908,46,58,132
831,115,136,62
874,80,101,89
872,65,98,109
997,37,60,50
902,85,108,49
937,44,67,96
967,42,61,74
855,106,122,61
943,42,63,96
909,76,100,59
982,46,64,52
804,123,149,68
946,58,83,57
922,82,99,41
853,92,109,90
844,95,118,87
924,77,99,44
953,63,82,46
894,79,96,75
925,69,88,62
914,68,87,75
912,82,100,50
883,87,114,60
821,118,143,62
908,79,98,59
921,72,87,64
948,72,88,36
895,66,99,84
932,71,91,50
925,53,72,94
915,61,75,93
941,63,84,56
959,61,83,41
925,66,83,70
921,71,92,60
890,66,80,108
926,62,83,73
858,119,134,33
887,98,120,39
903,68,97,76
820,130,154,40
936,38,60,110
902,85,103,54
896,81,101,66
864,94,115,71
952,69,97,26
943,44,66,91
876,97,125,46
893,71,94,86
952,39,66,87
951,46,72,75
932,65,80,67
936,74,87,47
822,117,133,72
925,64,74,81
883,69,97,95
915,60,84,85
875,92,106,71
822,122,141,59
940,63,85,56
843,100,130,71
917,69,94,64
896,72,94,82
928,62,88,66
887,81,99,77
994,16,34,100
920,62,76,86
877,84,100,83
946,48,76,74
918,65,86,75
898,73,87,86
954,53,90,47
965,67,85,27
938,74,99,33
937,55,80,72
933,59,77,75
960,50,71,63
871,91,107,75
932,35,58,119
963,53,69,59
902,77,99,66
963,45,62,74
903,78,97,66
972,53,82,37
888,91,113,52
978,42,62,62
897,71,96,80
904,70,94,76
926,74,94,50
941,48,71,84
993,46,63,42
857,84,104,99
975,50,70,49
877,91,114,62
968,52,79,45
903,68,91,82
933,60,82,69
992,38,62,52
856,103,123,62
821,121,140,62
968,47,62,67
933,65,88,58
892,80,95,77
909,57,90,88
902,86,105,51
929,47,73,95
964,35,48,97
927,64,87,66
957,45,72,70
880,76,101,87
896,59,81,108
865,73,93,113
951,41,62,90
968,28,51,97
868,83,105,88
880,99,112,53
943,68,92,41
970,37,62,75
952,42,63,87
924,54,74,92
940,58,83,63
985,18,41,100
905,82,106,51
894,80,103,67
933,69,95,47
932,71,84,57
926,45,72,101
814,123,140,67
919,71,90,64
916,61,75,92
942,65,98,39
1009,28,49,58
929,83,97,35
974,46,69,55
885,80,100,79
848,99,114,83
964,28,56,96
965,32,49,98
906,58,77,103
925,47,68,104
976,45,69,54
914,58,85,87
886,94,116,48
823,104,124,93
941,45,68,90
882,80,107,75
928,80,102,34
934,55,80,75
904,84,98,58
993,39,66,46
918,72,96,58
938,23,48,135
914,76,93,61
904,46,74,120
847,111,135,51
936,37,46,125
837,99,116,92
851,90,119,84
900,87,106,51
957,70,83,34
940,65,83,56
913,58,82,91
968,38,55,83
906,87,101,50
929,57,87,71
923,49,69,103
892,81,105,66
902,57,84,101
900,71,97,76
983,37,55,69
904,65,81,94
901,86,108,49
801,133,165,45
996,36,51,61
854,64,92,134
915,65,80,84
880,91,114,59
843,91,116,94
946,71,85,42
986,20,35,103
928,59,75,82
897,86,104,57
940,65,85,54
938,22,47,137
820,116,134,74
890,80,95,79
933,67,82,62
909,70,90,75
963,47,66,68
924,73,96,51
957,70,82,35
889,83,95,77
918,66,92,68
964,31,47,102
858,84,100,102
908,35,54,147
897,91,109,47
908,56,77,103
933,52,70,89
963,46,62,73
892,71,91,90
919,70,93,62
819,129,151,45
1022,36,53,33
938,34,50,122
906,66,83,89
901,94,111,38
1000,52,72,20
998,44,59,43
918,76,102,48
879,92,117,56
955,36,48,105
882,74,87,101
850,103,123,68
920,77,98,49
902,78,99,65
945,48,64,87
1014,30,42,58
909,83,102,50
888,85,102,69
915,46,72,111
863,84,108,89
935,76,97,36
981,29,45,89
903,87,105,49
822,110,138,74
929,70,89,56
899,69,91,85
877,94,112,61
901,77,98,68
858,82,99,105
907,98,117,22
931,57,77,79
944,43,61,96
923,49,66,106
889,88,107,60
975,56,73,40
872,105,120,47
820,127,144,53
945,47,70,82
884,89,122,49
904,59,83,98
876,92,112,64
894,95,114,41
849,87,114,94
933,68,86,57
971,40,61,72
927,57,79,81
966,46,66,66
907,76,99,62
907,84,105,48
956,58,76,54
899,79,101,65
872,66,91,115
871,64,89,120
910,73,89,72
880,94,121,49
891,72,89,92
880,90,115,59
994,27,54,69
857,96,125,66
908,67,85,84
825,113,126,80
904,86,111,43
970,35,56,83
878,76,96,94
860,101,112,71
942,55,74,73
967,32,62,83
831,100,119,94
1000,27,53,64
988,53,72,31
861,108,130,45
866,82,102,94
939,41,62,102
990,43,58,53
954,29,49,112
980,30,46,88
895,68,86,95
916,78,97,53
986,59,81,18
958,62,85,39
907,75,87,75
892,100,123,29
938,54,65,87
907,66,88,83
905,95,111,33
876,90,110,68
833,100,115,96
940,58,70,76
890,62,85,107
907,80,102,55
924,65,91,64
941,50,78,75
953,33,50,108
899,76,87,82
951,56,80,57
885,69,88,102
894,65,88,97
909,81,100,54
963,54,89,38
916,63,87,78
908,65,87,84
891,85,102,66
931,53,74,86
917,61,76,90
973,53,75,43
946,62,81,55
935,49,70,90
889,66,88,101
809,103,124,108
894,87,111,52
814,112,130,88
921,74,94,55
926,49,66,103
857,108,127,52
893,101,117,33
911,68,85,80
939,51,69,85
828,110,137,69
932,73,100,39
1003,33,54,54
898,79,95,72
913,83,105,43
979,39,55,71
