1080,64,0,0
1074,70,0,0
1057,87,0,0
1075,69,0,0
1070,74,0,0
1069,75,0,0
1060,84,0,0
1070,74,0,0
1058,86,0,0
1066,78,0,0
1057,87,0,0
1065,79,0,0
1067,77,0,0
1066,78,0,0
1087,57,0,0
1069,75,0,0
1072,72,0,0
1073,71,0,0
1060,84,0,0
1069,75,0,0
1067,77,0,0
1071,73,0,0
1056,88,0,0
1062,82,0,0
1054,90,0,0
1068,76,0,0
1055,89,0,0
1067,77,0,0
1070,74,0,0
1075,69,0,0
1061,83,0,0
1073,71,0,0
1077,67,0,0
1078,66,0,0
1062,82,0,0
1056,88,0,0
1072,72,0,0
1073,71,0,0
1032,112,0,0
1059,85,0,0
1074,70,0,0
1079,65,0,0
1062,82,0,0
1066,78,0,0
1058,86,0,0
1075,69,0,0
1056,88,0,0
1072,72,0,0
1072,72,0,0
1074,70,0,0
1052,92,0,0
1051,93,0,0
1053,91,0,0
1058,86,0,0
1061,83,0,0
1077,67,0,0
1048,96,0,0
1059,85,0,0
1057,87,0,0
1059,85,0,0
1061,83,0,0
1064,80,0,0
1064,80,0,0
1048,96,0,0
1062,82,0,0
1068,76,0,0
1063,81,0,0
1064,80,0,0
1070,74,0,0
1042,102,0,0
1061,83,0,0
1072,72,0,0
1064,80,0,0
1059,85,0,0
1058,86,0,0
1067,77,0,0
1083,61,0,0
1061,83,0,0
1060,84,0,0
1067,77,0,0
1064,80,0,0
1052,92,0,0
1067,77,0,0
1070,74,0,0
1066,78,0,0
1065,79,0,0
1050,94,0,0
1076,68,0,0
1055,89,0,0
1081,63,0,0
1055,89,0,0
1070,74,0,0
1079,65,0,0
1071,73,0,0
1077,67,0,0
1057,87,0,0
1063,81,0,0
1068,76,0,0
1065,79,0,0
1070,74,0,0
1071,73,0,0
1064,80,0,0
1075,69,0,0
1064,80,0,0
1064,80,0,0
1064,80,0,0
1064,80,0,0
1079,65,0,0
1068,76,0,0
1076,68,0,0
1064,80,0,0
1061,83,0,0
1058,86,0,0
1067,77,0,0
1077,67,0,0
1070,74,0,0
1067,77,0,0
1065,79,0,0
1059,85,0,0
1076,68,0,0
1076,68,0,0
1069,75,0,0
1067,77,0,0
1059,85,0,0
1068,76,0,0
1077,67,0,0
1065,79,0,0
1070,74,0,0
1065,79,0,0
1064,80,0,0
1054,90,0,0
1053,91,0,0
1055,89,0,0
1078,66,0,0
1084,60,0,0
1067,77,0,0
1063,81,0,0
1061,83,0,0
1050,94,0,0
1060,84,0,0
1072,72,0,0
1064,80,0,0
1068,76,0,0
1053,91,0,0
1072,72,0,0
1056,88,0,0
1075,69,0,0
1069,75,0,0
1057,87,0,0
1070,74,0,0
1072,72,0,0
1059,85,0,0
1068,76,0,0
1067,77,0,0
1061,83,0,0
1075,69,0,0
1067,77,0,0
1063,81,0,0
1072,72,0,0
1081,63,0,0
1072,72,0,0
1064,80,0,0
1074,70,0,0
1067,77,0,0
1070,74,0,0
1067,77,0,0
1055,89,0,0
1071,73,0,0
1057,87,0,0
1043,101,0,0
1064,80,0,0
1079,65,0,0
1061,83,0,0
1038,106,0,0
1066,78,0,0
1047,97,0,0
1071,73,0,0
1051,93,0,0
1071,73,0,0
1071,73,0,0
1049,95,0,0
1063,81,0,0
1067,77,0,0
1084,60,0,0
1067,77,0,0
1076,68,0,0
1060,84,0,0
1072,72,0,0
1070,74,0,0
1067,77,0,0
1077,67,0,0
1069,75,0,0
1067,77,0,0
1061,83,0,0
1063,81,0,0
1056,88,0,0
1079,65,0,0
1071,73,0,0
1081,63,0,0
1075,69,0,0
1064,80,0,0
1072,72,0,0
1074,70,0,0
1072,72,0,0
1075,69,0,0
1042,102,0,0
1064,80,0,0
1057,87,0,0
1065,79,0,0
1064,80,0,0
1071,73,0,0
1069,75,0,0
1074,70,0,0
1078,66,0,0
1074,70,0,0
1075,69,0,0
1056,88,0,0
1067,77,0,0
1060,84,0,0
1057,87,0,0
1059,85,0,0
1047,97,0,0
1059,85,0,0
1078,66,0,0
1055,89,0,0
1083,61,0,0
1050,94,0,0
1083,61,0,0
1084,60,0,0
1063,81,0,0
1067,77,0,0
1061,83,0,0
1063,81,0,0
1080,64,0,0
1055,89,0,0
1070,74,0,0
1057,87,0,0
1077,67,0,0
1079,65,0,0
1056,88,0,0
1066,78,0,0
1073,71,0,0
1077,67,0,0
1068,76,0,0
1073,71,0,0
1074,70,0,0
1068,76,0,0
1058,86,0,0
1050,94,0,0
1061,83,0,0
1065,79,0,0
1058,86,0,0
1068,76,0,0
1051,93,0,0
1059,85,0,0
1068,76,0,0
1057,87,0,0
1067,77,0,0
1071,73,0,0
1059,85,0,0
1074,70,0,0
1075,69,0,0
1063,81,0,0
1069,75,0,0
1060,84,0,0
1072,72,0,0
1066,78,0,0
1054,90,0,0
1077,67,0,0
1070,74,0,0
1079,65,0,0
1058,86,0,0
1057,87,0,0
1061,83,0,0
1062,82,0,0
1067,77,0,0
1069,75,0,0
1058,86,0,0
1081,63,0,0
1065,79,0,0
1052,92,0,0
1062,82,0,0
1045,99,0,0
1070,74,0,0
1061,83,0,0
1064,80,0,0
1086,58,0,0
1067,77,0,0
1076,68,0,0
1059,85,0,0
1068,76,0,0
1053,91,0,0
1062,82,0,0
1064,80,0,0
1072,72,0,0
1074,70,0,0
1062,82,0,0
1071,73,0,0
1070,74,0,0
1075,69,0,0
1066,78,0,0
1071,73,0,0
1073,71,0,0
1070,74,0,0
1065,79,0,0
1073,71,0,0
1070,74,0,0
1064,80,0,0
1051,93,0,0
1075,69,0,0
1068,76,0,0
1081,63,0,0
1066,78,0,0
1064,80,0,0
1071,73,0,0
1054,90,0,0
1065,79,0,0
1077,67,0,0
1059,85,0,0
1060,84,0,0
1072,72,0,0
1056,88,0,0
1058,86,0,0
1075,69,0,0
1066,78,0,0
1063,81,0,0
1082,62,0,0
1064,80,0,0
1073,71,0,0
1063,81,0,0
1056,88,0,0
1065,79,0,0
1071,73,0,0
1063,81,0,0
1063,81,0,0
1060,84,0,0
1081,63,0,0
1063,81,0,0
1067,77,0,0
1046,98,0,0
1057,87,0,0
1070,74,0,0
1044,100,0,0
1080,64,0,0
1064,80,0,0
1078,66,0,0
1074,70,0,0
1061,83,0,0
1078,66,0,0
1066,78,0,0
1073,71,0,0
1057,87,0,0
1054,90,0,0
1060,84,0,0
1063,81,0,0
1079,65,0,0
1048,96,0,0
1062,82,0,0
1070,74,0,0
1074,70,0,0
1056,88,0,0
1067,77,0,0
1075,69,0,0
1055,89,0,0
1078,66,0,0
1055,89,0,0
1061,83,0,0
1056,88,0,0
1063,81,0,0
1073,71,0,0
1053,91,0,0
1067,77,0,0
1055,89,0,0
1056,88,0,0
1061,83,0,0
1075,69,0,0
1074,70,0,0
1060,84,0,0
1079,65,0,0
1067,77,0,0
1066,78,0,0
1078,66,0,0
1063,81,0,0
1075,69,0,0
1070,74,0,0
1066,78,0,0
1059,85,0,0
1065,79,0,0
1069,75,0,0
1068,76,0,0
1069,75,0,0
1074,70,0,0
1065,79,0,0
1062,82,0,0
1076,68,0,0
1061,83,0,0
1066,78,0,0
1077,67,0,0
1057,87,0,0
1067,77,0,0
1064,80,0,0
1058,86,0,0
1067,77,0,0
1049,95,0,0
1062,82,0,0
1058,86,0,0
1050,94,0,0
1063,81,0,0
1074,70,0,0
1084,60,0,0
1057,87,0,0
1069,75,0,0
1067,77,0,0
1075,69,0,0
1070,74,0,0
1073,71,0,0
1067,77,0,0
1063,81,0,0
1072,72,0,0
1066,78,0,0
1074,70,0,0
1060,84,0,0
1075,69,0,0
1068,76,0,0
1057,87,0,0
1071,73,0,0
1079,65,0,0
1056,88,0,0
1062,82,0,0
1060,84,0,0
1070,74,0,0
1080,64,0,0
1050,94,0,0
